id,host_id,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,last_review
32139526,171331943,Manhattan,East Village,Entire home/apt,160,3.0,6,6.0,63,2019-07-02
32141173,17849213,Brooklyn,Williamsburg,Entire home/apt,110,1.0,7,2.56,1,2019-06-01
32141626,238391711,Manhattan,Harlem,Private room,180,1.0,13,3.05,296,2019-06-26
32141672,20811907,Queens,Astoria,Entire home/apt,90,3.0,14,2.96,251,2019-06-17
32155741,220139308,Manhattan,Financial District,Private room,125,1.0,13,4.15,132,2019-06-26
32158769,140348326,Manhattan,Upper East Side,Private room,68,4.0,2,0.59,0,2019-04-07
32159820,31691527,Brooklyn,Williamsburg,Private room,365,2.0,4,1.52,79,2019-06-09
32160052,124506693,Brooklyn,Crown Heights,Private room,71,2.0,9,3.38,223,2019-07-01
32160460,162280872,Manhattan,Hell's Kitchen,Entire home/apt,150,30.0,0,0.0,332,
32160889,162280872,Manhattan,Hell's Kitchen,Entire home/apt,185,30.0,0,0.0,298,
32160897,162280872,Manhattan,Hell's Kitchen,Entire home/apt,145,30.0,0,0.0,300,
32161408,131995652,Bronx,Mount Hope,Entire home/apt,148,3.0,7,1.74,358,2019-07-07
32161968,175103962,Brooklyn,Bedford-Stuyvesant,Private room,46,1.0,12,2.38,155,2019-06-26
32161987,4619315,Manhattan,Harlem,Entire home/apt,165,3.0,9,2.01,2,2019-06-10
32162250,241277495,Queens,Astoria,Entire home/apt,225,5.0,1,1.0,30,2019-06-15
32163602,18466353,Manhattan,Chelsea,Entire home/apt,180,5.0,0,0.0,214,
32163798,3280640,Manhattan,Midtown,Entire home/apt,250,3.0,18,3.83,26,2019-07-01
32164372,133130315,Manhattan,Hell's Kitchen,Entire home/apt,170,1.0,4,1.05,123,2019-05-27
32164433,16384390,Manhattan,Chelsea,Entire home/apt,175,2.0,9,2.37,50,2019-06-19
32165536,1570799,Brooklyn,Williamsburg,Private room,100,10.0,2,0.9,3,2019-06-19
32165540,801538,Manhattan,East Village,Entire home/apt,150,45.0,0,0.0,341,
32165550,68959402,Queens,Elmhurst,Entire home/apt,70,1.0,8,1.73,141,2019-06-05
32166264,21536937,Brooklyn,Bushwick,Private room,100,2.0,1,0.56,89,2019-05-16
32166672,187849608,Manhattan,Upper West Side,Private room,180,1.0,3,0.63,151,2019-05-14
32167255,6883576,Brooklyn,Williamsburg,Private room,98,1.0,9,2.37,53,2019-06-16
32167684,1458110,Manhattan,Greenwich Village,Private room,96,3.0,2,0.41,5,2019-05-26
32168090,206288086,Brooklyn,Fort Greene,Entire home/apt,167,2.0,20,4.96,284,2019-06-30
32168744,241341898,Manhattan,Harlem,Private room,85,1.0,27,5.7,0,2019-05-29
32168942,116089235,Manhattan,Chelsea,Entire home/apt,500,3.0,1,0.63,77,2019-05-23
32169418,158407820,Queens,Woodside,Entire home/apt,98,2.0,15,4.13,337,2019-06-26
32170868,48675725,Brooklyn,East New York,Entire home/apt,125,2.0,18,4.43,28,2019-07-01
32171100,241366980,Manhattan,Washington Heights,Private room,75,2.0,20,4.88,223,2019-07-02
32171104,241359293,Manhattan,Hell's Kitchen,Entire home/apt,280,2.0,0,0.0,0,
32172621,237336458,Manhattan,Chelsea,Private room,99,12.0,4,0.79,29,2019-06-17
32176821,9260643,Brooklyn,Williamsburg,Entire home/apt,400,2.0,3,1.18,20,2019-04-26
32178172,131647128,Manhattan,Upper West Side,Entire home/apt,290,30.0,2,0.52,313,2019-03-21
32179659,137358866,Queens,Astoria,Private room,37,30.0,1,0.77,238,2019-05-31
32180213,198730633,Manhattan,Harlem,Private room,80,1.0,3,0.71,0,2019-03-17
32180820,210141310,Manhattan,Hell's Kitchen,Entire home/apt,295,3.0,22,4.49,228,2019-07-03
32181226,27891261,Manhattan,Financial District,Entire home/apt,160,30.0,2,0.86,126,2019-06-15
32182464,200380610,Manhattan,Chelsea,Entire home/apt,382,45.0,0,0.0,364,
32183028,240237028,Queens,Ridgewood,Private room,45,2.0,14,2.96,168,2019-06-11
32185458,66993395,Brooklyn,Bedford-Stuyvesant,Entire home/apt,245,4.0,13,2.79,272,2019-07-01
32185689,33992697,Brooklyn,Bushwick,Private room,80,2.0,3,0.63,14,2019-06-20
32185917,545623,Brooklyn,Clinton Hill,Private room,75,1.0,11,2.64,5,2019-05-13
32185974,241361740,Manhattan,Hell's Kitchen,Entire home/apt,230,2.0,0,0.0,0,
32186503,241366983,Manhattan,Hell's Kitchen,Entire home/apt,250,2.0,0,0.0,0,
32186906,61316506,Queens,Sunnyside,Entire home/apt,145,1.0,14,2.9,331,2019-06-24
32186945,25043035,Manhattan,Midtown,Private room,100,1.0,4,0.85,0,2019-05-12
32187475,7627510,Queens,Jackson Heights,Private room,80,2.0,5,1.06,157,2019-06-27
32189288,32136241,Manhattan,Chelsea,Entire home/apt,100,3.0,11,2.77,24,2019-06-18
32189352,77021411,Manhattan,Midtown,Private room,300,4.0,0,0.0,0,
32189706,53300414,Brooklyn,Gowanus,Private room,55,1.0,0,0.0,20,
32190090,55289,Manhattan,Hell's Kitchen,Entire home/apt,250,4.0,17,3.98,200,2019-07-04
32190231,241513556,Manhattan,Theater District,Entire home/apt,170,2.0,0,0.0,0,
32190629,92510990,Queens,Long Island City,Private room,100,3.0,5,1.4,42,2019-06-01
32191213,241541553,Brooklyn,Williamsburg,Entire home/apt,418,2.0,20,3.97,153,2019-06-30
32194564,39712384,Brooklyn,Crown Heights,Private room,110,3.0,7,2.44,152,2019-07-01
32195520,241583701,Queens,Long Island City,Entire home/apt,140,7.0,4,0.85,35,2019-05-21
32197473,217807652,Manhattan,Harlem,Private room,75,5.0,0,0.0,0,
32201182,26817172,Manhattan,Midtown,Entire home/apt,250,1.0,11,3.59,336,2019-06-29
32203689,241458287,Bronx,Mott Haven,Entire home/apt,65,2.0,15,3.26,51,2019-06-18
32205973,241675405,Bronx,Throgs Neck,Entire home/apt,75,3.0,0,0.0,90,
32206003,241676154,Staten Island,Grant City,Private room,30,7.0,1,1.0,188,2019-06-29
32207083,57049951,Manhattan,Harlem,Private room,69,1.0,1,0.33,365,2019-04-10
32207088,36732553,Queens,Astoria,Private room,60,7.0,0,0.0,338,
32207090,57049951,Manhattan,Harlem,Private room,69,2.0,1,1.0,365,2019-06-25
32207337,57049951,Manhattan,Harlem,Shared room,69,2.0,1,0.39,365,2019-04-23
32208121,241694782,Brooklyn,Bedford-Stuyvesant,Entire home/apt,140,1.0,1,0.47,68,2019-05-06
32209753,241059711,Brooklyn,Crown Heights,Entire home/apt,450,1.0,2,0.52,204,2019-04-21
32214068,241732167,Manhattan,Murray Hill,Entire home/apt,220,30.0,1,0.33,310,2019-04-10
32214481,117717201,Manhattan,Midtown,Entire home/apt,210,4.0,3,1.29,156,2019-05-23
32214585,98868828,Bronx,Edenwald,Private room,65,1.0,0,0.0,89,
32214783,234270791,Brooklyn,Bushwick,Private room,58,3.0,6,2.02,94,2019-06-18
32214892,17473098,Staten Island,Castleton Corners,Private room,150,1.0,0,0.0,0,
32218558,219517861,Manhattan,Financial District,Entire home/apt,245,2.0,6,1.65,272,2019-05-19
32218659,219517861,Manhattan,Financial District,Entire home/apt,245,2.0,2,2.0,299,2019-06-18
32218803,219517861,Manhattan,Financial District,Private room,200,2.0,13,2.81,352,2019-06-18
32219550,219517861,Manhattan,Financial District,Entire home/apt,229,2.0,6,3.0,355,2019-06-21
32219678,219517861,Manhattan,Financial District,Private room,204,2.0,4,0.96,327,2019-04-29
32221325,107504230,Brooklyn,Williamsburg,Entire home/apt,100,3.0,2,0.43,0,2019-04-15
32222587,241764251,Manhattan,East Harlem,Entire home/apt,156,3.0,8,2.22,51,2019-06-22
32222756,32625342,Bronx,Kingsbridge,Private room,30,4.0,8,1.76,0,2019-04-30
32222783,241765415,Brooklyn,Vinegar Hill,Entire home/apt,240,1.0,1,0.25,89,2019-03-14
32223111,9163877,Brooklyn,Bedford-Stuyvesant,Entire home/apt,132,3.0,4,1.03,205,2019-06-09
32223114,73670512,Brooklyn,Gravesend,Entire home/apt,130,3.0,15,3.31,119,2019-07-05
32223317,219517861,Manhattan,Financial District,Entire home/apt,404,2.0,10,2.26,330,2019-05-27
32223854,219517861,Manhattan,Financial District,Entire home/apt,234,2.0,2,1.46,332,2019-06-04
32224165,219517861,Manhattan,Financial District,Entire home/apt,425,2.0,8,2.11,339,2019-05-27
32224172,219517861,Manhattan,Financial District,Entire home/apt,235,2.0,7,1.52,306,2019-06-24
32224211,219517861,Manhattan,Financial District,Entire home/apt,503,2.0,5,1.34,315,2019-06-22
32224530,64663067,Manhattan,Hell's Kitchen,Entire home/apt,250,2.0,17,3.86,71,2019-07-06
32224599,241770178,Queens,East Elmhurst,Private room,40,2.0,8,1.88,10,2019-05-24
32225184,219517861,Manhattan,Financial District,Private room,258,2.0,6,1.27,332,2019-05-12
32225186,219517861,Manhattan,Financial District,Entire home/apt,392,2.0,2,0.63,286,2019-05-13
32225187,219517861,Manhattan,Financial District,Private room,375,2.0,5,1.24,280,2019-06-23
32225188,219517861,Manhattan,Financial District,Entire home/apt,231,2.0,7,1.69,347,2019-05-13
32225189,219517861,Manhattan,Financial District,Entire home/apt,194,2.0,8,1.85,341,2019-06-18
32225195,219517861,Manhattan,Financial District,Entire home/apt,240,2.0,8,1.98,357,2019-06-20
32225197,219517861,Manhattan,Financial District,Entire home/apt,229,2.0,7,1.75,346,2019-05-17
32225203,219517861,Manhattan,Financial District,Entire home/apt,230,2.0,5,1.49,346,2019-06-16
32225206,219517861,Manhattan,Financial District,Entire home/apt,472,2.0,12,2.67,234,2019-06-15
32225207,219517861,Manhattan,Financial District,Private room,256,2.0,16,3.75,329,2019-06-20
32226740,232475160,Manhattan,Hell's Kitchen,Entire home/apt,149,2.0,7,1.47,155,2019-06-21
32228971,1495355,Queens,Forest Hills,Private room,40,2.0,4,1.88,188,2019-06-08
32232502,45238340,Manhattan,East Harlem,Private room,95,1.0,8,2.55,131,2019-05-26
32232908,29775337,Brooklyn,Williamsburg,Private room,150,2.0,7,1.48,20,2019-05-26
32233982,137358866,Queens,Woodside,Private room,51,30.0,1,0.58,239,2019-05-18
32234241,34468788,Manhattan,West Village,Entire home/apt,175,2.0,7,2.92,3,2019-07-01
32234380,241870258,Brooklyn,Williamsburg,Shared room,75,1.0,2,0.63,1,2019-04-06
32234672,24973324,Manhattan,Washington Heights,Entire home/apt,125,2.0,1,0.21,72,2019-02-18
32234674,107434423,Manhattan,Tribeca,Entire home/apt,282,30.0,0,0.0,302,
32234982,241883660,Bronx,Port Morris,Entire home/apt,200,5.0,1,0.67,0,2019-05-25
32235802,241889662,Manhattan,West Village,Private room,999,1.0,1,0.39,310,2019-04-24
32236518,219517861,Manhattan,Financial District,Entire home/apt,454,2.0,11,3.33,297,2019-06-11
32236681,219517861,Manhattan,Financial District,Private room,262,2.0,6,1.59,328,2019-06-05
32236951,219517861,Manhattan,Financial District,Entire home/apt,472,2.0,6,1.41,316,2019-06-10
32237138,219517861,Manhattan,Financial District,Entire home/apt,203,2.0,7,1.88,338,2019-06-24
32237148,219517861,Manhattan,Financial District,Entire home/apt,247,2.0,9,2.13,263,2019-05-28
32237240,219517861,Manhattan,Financial District,Entire home/apt,377,2.0,15,3.52,273,2019-06-21
32237306,219517861,Manhattan,Financial District,Entire home/apt,229,2.0,14,3.65,323,2019-06-23
32237394,219517861,Manhattan,Financial District,Entire home/apt,234,2.0,12,3.05,340,2019-06-16
32237413,219517861,Manhattan,Financial District,Entire home/apt,503,2.0,7,2.1,294,2019-05-28
32237469,219517861,Manhattan,Financial District,Entire home/apt,228,2.0,2,0.73,350,2019-05-18
32237493,219517861,Manhattan,Financial District,Entire home/apt,404,2.0,15,3.19,310,2019-06-09
32237560,219517861,Manhattan,Financial District,Entire home/apt,252,2.0,12,3.03,302,2019-06-19
32237566,219517861,Manhattan,Financial District,Entire home/apt,229,2.0,7,1.69,337,2019-05-26
32237634,219517861,Manhattan,Financial District,Entire home/apt,431,2.0,10,2.11,323,2019-06-14
32237640,219517861,Manhattan,Financial District,Entire home/apt,412,2.0,13,3.07,341,2019-06-14
32237692,219517861,Manhattan,Financial District,Entire home/apt,403,2.0,8,1.9,273,2019-06-16
32237736,219517861,Manhattan,Financial District,Entire home/apt,229,2.0,10,2.34,349,2019-06-13
32237768,219517861,Manhattan,Financial District,Entire home/apt,227,2.0,8,1.88,356,2019-06-05
32237811,219517861,Manhattan,Financial District,Entire home/apt,205,2.0,10,2.54,338,2019-06-24
32238040,59411033,Manhattan,Harlem,Private room,85,1.0,2,0.82,7,2019-05-09
32238106,219517861,Manhattan,Financial District,Entire home/apt,194,2.0,8,2.26,318,2019-06-13
32238131,219517861,Manhattan,Financial District,Entire home/apt,214,2.0,11,3.2,312,2019-06-11
32238198,219517861,Manhattan,Financial District,Entire home/apt,229,2.0,9,2.11,346,2019-05-13
32238229,219517861,Manhattan,Financial District,Entire home/apt,185,2.0,6,1.58,295,2019-05-26
32238253,219517861,Manhattan,Financial District,Entire home/apt,234,2.0,8,2.31,333,2019-06-18
32238307,219517861,Manhattan,Financial District,Entire home/apt,201,2.0,20,4.11,333,2019-06-21
32238324,219517861,Manhattan,Financial District,Entire home/apt,229,2.0,5,1.25,335,2019-05-21
32238387,219517861,Manhattan,Financial District,Entire home/apt,244,2.0,1,0.7,258,2019-05-27
32238391,219517861,Manhattan,Financial District,Entire home/apt,227,2.0,8,3.64,349,2019-06-11
32238462,219517861,Manhattan,Financial District,Entire home/apt,451,2.0,15,4.37,254,2019-06-21
32238473,219517861,Manhattan,Financial District,Entire home/apt,241,2.0,5,1.35,284,2019-06-12
32238548,219517861,Manhattan,Financial District,Entire home/apt,252,2.0,15,3.19,260,2019-06-21
32238621,219517861,Manhattan,Financial District,Entire home/apt,250,2.0,10,2.59,292,2019-06-23
32238694,214347105,Manhattan,Midtown,Entire home/apt,419,3.0,6,1.57,326,2019-06-21
32238730,219517861,Manhattan,Financial District,Entire home/apt,505,2.0,7,1.79,275,2019-06-14
32238809,219517861,Manhattan,Financial District,Entire home/apt,228,2.0,8,2.02,348,2019-06-19
32238821,219517861,Manhattan,Financial District,Entire home/apt,242,2.0,15,3.75,261,2019-06-16
32238933,18874653,Brooklyn,Clinton Hill,Entire home/apt,175,4.0,5,1.19,40,2019-06-30
32239033,219517861,Manhattan,Financial District,Entire home/apt,221,2.0,4,1.97,333,2019-06-24
32239034,219517861,Manhattan,Financial District,Entire home/apt,203,2.0,9,2.16,336,2019-06-20
32239035,219517861,Manhattan,Financial District,Entire home/apt,228,2.0,11,2.73,355,2019-06-13
32239039,219517861,Manhattan,Financial District,Entire home/apt,215,2.0,9,2.31,313,2019-06-11
32239170,241924064,Staten Island,Shore Acres,Entire home/apt,300,1.0,0,0.0,87,
32239551,219517861,Manhattan,Financial District,Entire home/apt,198,2.0,7,1.65,346,2019-05-13
32239640,219517861,Manhattan,Financial District,Entire home/apt,468,2.0,11,3.0,267,2019-06-21
32239738,219517861,Manhattan,Financial District,Entire home/apt,227,2.0,3,0.81,350,2019-04-27
32239944,219517861,Manhattan,Financial District,Entire home/apt,236,2.0,9,2.52,347,2019-06-05
32239950,219517861,Manhattan,Financial District,Entire home/apt,244,2.0,2,1.82,317,2019-06-14
32240068,177449995,Queens,Woodside,Private room,120,2.0,0,0.0,363,
32240076,219517861,Manhattan,Financial District,Entire home/apt,248,2.0,17,4.08,271,2019-06-17
32240110,219517861,Manhattan,Financial District,Entire home/apt,241,2.0,7,2.08,331,2019-06-16
32240183,219517861,Manhattan,Financial District,Entire home/apt,390,2.0,9,2.43,268,2019-06-20
32240186,219517861,Manhattan,Financial District,Entire home/apt,230,2.0,12,2.57,357,2019-06-16
32240388,219517861,Manhattan,Financial District,Entire home/apt,230,2.0,9,2.11,323,2019-06-10
32240417,219517861,Manhattan,Financial District,Entire home/apt,227,2.0,6,2.5,328,2019-06-16
32240476,219517861,Manhattan,Financial District,Entire home/apt,214,2.0,11,2.97,304,2019-06-20
32240488,219517861,Manhattan,Financial District,Entire home/apt,188,2.0,4,1.08,298,2019-04-12
32240533,219517861,Manhattan,Financial District,Entire home/apt,247,2.0,4,0.97,314,2019-05-14
32240537,219517861,Manhattan,Financial District,Entire home/apt,220,2.0,4,1.15,331,2019-05-27
32240590,219517861,Manhattan,Financial District,Entire home/apt,196,2.0,6,1.48,325,2019-06-11
32240603,219517861,Manhattan,Financial District,Entire home/apt,218,2.0,4,1.04,279,2019-06-23
32240776,241940624,Brooklyn,Bedford-Stuyvesant,Entire home/apt,130,2.0,9,2.93,301,2019-07-07
32240788,219517861,Manhattan,Financial District,Entire home/apt,396,2.0,8,2.12,289,2019-06-24
32240812,219517861,Manhattan,Financial District,Entire home/apt,214,2.0,5,1.43,268,2019-05-26
32240870,1646988,Brooklyn,Windsor Terrace,Private room,50,2.0,1,1.0,0,2019-06-24
32240873,219517861,Manhattan,Financial District,Entire home/apt,196,2.0,9,2.48,318,2019-06-18
32240896,219517861,Manhattan,Financial District,Entire home/apt,380,2.0,12,3.5,302,2019-06-20
32240933,219517861,Manhattan,Financial District,Entire home/apt,229,2.0,2,0.77,351,2019-06-23
32240966,219517861,Manhattan,Financial District,Entire home/apt,498,2.0,8,2.5,255,2019-06-11
32240970,219517861,Manhattan,Financial District,Entire home/apt,215,2.0,3,0.77,317,2019-06-13
32241019,219517861,Manhattan,Financial District,Entire home/apt,231,2.0,13,3.42,331,2019-06-02
32241027,219517861,Manhattan,Financial District,Entire home/apt,234,2.0,5,1.36,343,2019-06-19
32241060,219517861,Manhattan,Financial District,Entire home/apt,212,2.0,3,0.74,293,2019-05-31
32241096,219517861,Manhattan,Financial District,Entire home/apt,228,2.0,8,2.12,343,2019-05-29
32241117,219517861,Manhattan,Financial District,Entire home/apt,214,2.0,6,1.57,343,2019-06-11
32241142,219517861,Manhattan,Financial District,Entire home/apt,214,2.0,3,1.23,333,2019-05-25
32241163,219517861,Manhattan,Financial District,Entire home/apt,201,2.0,9,2.62,271,2019-06-14
32241185,219517861,Manhattan,Financial District,Entire home/apt,214,2.0,2,0.59,331,2019-06-08
32241235,219517861,Manhattan,Financial District,Entire home/apt,235,2.0,3,1.58,341,2019-06-11
32241239,241945355,Brooklyn,Flatlands,Entire home/apt,165,2.0,5,1.58,365,2019-06-19
32241242,219517861,Manhattan,Financial District,Entire home/apt,256,2.0,9,2.6,277,2019-06-23
32241284,219517861,Manhattan,Financial District,Entire home/apt,248,2.0,9,2.48,284,2019-06-23
32241288,219517861,Manhattan,Financial District,Entire home/apt,216,2.0,9,2.23,332,2019-06-22
32241577,219517861,Manhattan,Financial District,Entire home/apt,223,2.0,3,0.74,310,2019-06-01
32241600,219517861,Manhattan,Financial District,Entire home/apt,229,2.0,11,2.37,329,2019-06-17
32242139,20375986,Brooklyn,Park Slope,Entire home/apt,200,3.0,17,3.98,142,2019-06-29
32242353,52005895,Brooklyn,Bedford-Stuyvesant,Private room,110,1.0,5,1.1,86,2019-05-14
32242547,93411405,Manhattan,Midtown,Private room,150,2.0,0,0.0,0,
32242848,240055586,Queens,Fresh Meadows,Private room,55,1.0,24,4.97,32,2019-07-01
32244500,64318524,Brooklyn,Bushwick,Private room,65,4.0,1,0.38,0,2019-04-21
32244701,241985900,Manhattan,Hell's Kitchen,Entire home/apt,150,1.0,23,4.66,106,2019-06-23
32244865,53931758,Brooklyn,Flatbush,Entire home/apt,100,3.0,3,0.97,73,2019-06-03
32245235,160356,Manhattan,East Village,Private room,68,1.0,18,4.15,90,2019-07-03
32250920,1859754,Brooklyn,Williamsburg,Entire home/apt,100,4.0,2,0.48,7,2019-06-30
32251219,5167068,Brooklyn,Bedford-Stuyvesant,Entire home/apt,215,3.0,12,2.88,6,2019-06-17
32251904,242063700,Queens,Flushing,Private room,65,1.0,2,0.41,0,2019-03-10
32252006,7973451,Queens,Ditmars Steinway,Entire home/apt,85,5.0,1,0.3,84,2019-04-01
32252190,240055586,Queens,Fresh Meadows,Private room,50,1.0,20,4.2,38,2019-07-08
32253160,240055586,Queens,Fresh Meadows,Entire home/apt,255,1.0,13,2.87,114,2019-06-17
32257766,13954138,Brooklyn,Bushwick,Private room,37,7.0,0,0.0,16,
32260219,242094791,Queens,Elmhurst,Private room,300,1.0,1,0.21,89,2019-02-18
32260853,80354349,Brooklyn,Williamsburg,Private room,75,2.0,2,0.85,188,2019-05-06
32263166,207640201,Bronx,Tremont,Shared room,50,1.0,7,1.54,158,2019-05-19
32264646,8212204,Brooklyn,Crown Heights,Entire home/apt,64,30.0,1,0.25,0,2019-03-09
32266199,4471865,Manhattan,Tribeca,Private room,225,1.0,1,0.27,66,2019-03-21
32267097,242115790,Brooklyn,Greenpoint,Private room,50,2.0,11,3.33,49,2019-06-23
32267833,235146087,Bronx,Parkchester,Private room,35,2.0,10,2.1,6,2019-06-03
32268791,90860,Brooklyn,Bedford-Stuyvesant,Entire home/apt,170,2.0,0,0.0,89,
32270481,217521776,Manhattan,East Village,Entire home/apt,211,30.0,17,4.18,74,2019-07-07
32270656,9427289,Queens,Sunnyside,Entire home/apt,95,3.0,15,4.5,23,2019-07-01
32271293,61042,Manhattan,Harlem,Private room,52,5.0,7,1.68,11,2019-06-21
32272051,25365575,Brooklyn,Williamsburg,Private room,64,1.0,29,6.13,13,2019-07-05
32272082,152034487,Manhattan,Roosevelt Island,Private room,85,1.0,20,8.45,104,2019-07-02
32272829,128810972,Brooklyn,Williamsburg,Entire home/apt,200,2.0,5,1.05,26,2019-05-19
32273036,137358866,Queens,Woodside,Private room,41,30.0,0,0.0,230,
32278370,212151296,Queens,Rego Park,Private room,54,2.0,10,2.34,319,2019-07-01
32281241,55452987,Manhattan,East Harlem,Private room,55,5.0,0,0.0,179,
32281512,42483386,Brooklyn,Prospect Heights,Entire home/apt,195,1.0,3,1.1,20,2019-06-30
32282597,242296495,Brooklyn,East Flatbush,Private room,33,1.0,14,3.09,37,2019-07-06
32283154,164144705,Brooklyn,Bedford-Stuyvesant,Private room,220,1.0,0,0.0,178,
32284162,6960621,Brooklyn,Williamsburg,Entire home/apt,210,2.0,27,5.91,188,2019-06-28
32284611,2201403,Brooklyn,Williamsburg,Private room,50,30.0,0,0.0,340,
32284628,11520555,Manhattan,East Harlem,Entire home/apt,612,1.0,15,3.52,91,2019-06-24
32284910,242322561,Queens,East Elmhurst,Private room,45,1.0,51,11.59,66,2019-07-02
32285425,207182952,Brooklyn,Downtown Brooklyn,Entire home/apt,650,1.0,1,0.29,365,2019-03-27
32285578,242330603,Queens,Richmond Hill,Entire home/apt,129,45.0,0,0.0,365,
32286305,203254069,Manhattan,Upper East Side,Entire home/apt,175,3.0,1,1.0,3,2019-06-19
32286787,242344309,Brooklyn,Williamsburg,Private room,65,1.0,20,4.23,107,2019-07-04
32286975,34599913,Brooklyn,Bushwick,Entire home/apt,70,6.0,15,3.19,63,2019-06-18
32287174,242348374,Brooklyn,Clinton Hill,Entire home/apt,195,3.0,12,3.71,38,2019-07-01
32288165,96589640,Manhattan,East Harlem,Entire home/apt,128,7.0,0,0.0,178,
32291033,110204617,Manhattan,Upper East Side,Entire home/apt,150,15.0,0,0.0,162,
32291088,171364485,Brooklyn,Gowanus,Private room,80,3.0,9,2.23,89,2019-06-15
32291385,12404709,Manhattan,East Village,Entire home/apt,300,2.0,2,0.58,0,2019-06-09
32291386,21127860,Manhattan,Chelsea,Entire home/apt,215,2.0,12,2.55,128,2019-06-07
32291500,194839310,Brooklyn,Bushwick,Private room,40,3.0,8,1.9,0,2019-05-19
32291826,36211911,Brooklyn,Williamsburg,Private room,80,1.0,0,0.0,0,
32291916,65183994,Manhattan,East Harlem,Private room,77,2.0,20,4.38,52,2019-06-14
32292122,541486,Brooklyn,Bedford-Stuyvesant,Private room,95,1.0,0,0.0,146,
32292131,230230484,Queens,Astoria,Private room,100,3.0,0,0.0,0,
32292954,219333557,Queens,East Elmhurst,Private room,49,1.0,6,1.25,55,2019-06-03
32293401,18338590,Manhattan,Harlem,Entire home/apt,120,30.0,0,0.0,147,
32293598,42427156,Queens,Astoria,Entire home/apt,89,3.0,18,4.29,0,2019-06-27
32293787,137358866,Queens,Elmhurst,Private room,26,30.0,0,0.0,233,
32297005,242438900,Manhattan,Hell's Kitchen,Entire home/apt,170,1.0,39,8.48,64,2019-07-07
32302579,1283375,Brooklyn,Prospect Heights,Private room,65,2.0,7,1.5,63,2019-07-02
32302978,2943364,Brooklyn,Williamsburg,Entire home/apt,120,3.0,4,0.88,8,2019-07-01
32303292,73234851,Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,3.0,10,2.78,5,2019-05-21
32303671,242344309,Brooklyn,Williamsburg,Private room,57,1.0,31,6.46,116,2019-07-02
32303904,3308518,Brooklyn,Bedford-Stuyvesant,Entire home/apt,108,5.0,9,2.6,99,2019-06-25
32303970,242344309,Brooklyn,Williamsburg,Private room,70,1.0,34,7.03,132,2019-07-05
32304108,152114575,Brooklyn,Carroll Gardens,Private room,89,4.0,5,1.4,0,2019-06-16
32304790,12741400,Brooklyn,Williamsburg,Private room,99,3.0,9,2.03,19,2019-06-24
32304889,64434732,Brooklyn,Williamsburg,Private room,115,1.0,2,0.61,89,2019-05-18
32304894,8112941,Brooklyn,Bedford-Stuyvesant,Private room,90,3.0,0,0.0,280,
32305506,16098958,Manhattan,Midtown,Entire home/apt,135,30.0,0,0.0,332,
32305798,6771515,Brooklyn,Fort Greene,Entire home/apt,119,3.0,2,0.44,5,2019-03-25
32306053,48339350,Manhattan,Upper East Side,Entire home/apt,136,1.0,26,5.91,47,2019-06-29
32306527,241963980,Queens,Jamaica Hills,Private room,67,2.0,25,6.88,318,2019-07-07
32306605,107434423,Manhattan,Midtown,Entire home/apt,365,30.0,0,0.0,341,
32307013,28046939,Brooklyn,Kensington,Private room,97,1.0,0,0.0,0,
32308243,241523602,Brooklyn,Crown Heights,Entire home/apt,100,2.0,9,4.5,0,2019-06-25
32308362,99763169,Manhattan,Upper West Side,Entire home/apt,220,2.0,3,0.62,36,2019-04-29
32308471,237118012,Manhattan,Upper East Side,Private room,200,1.0,0,0.0,179,
32308571,68907781,Queens,Astoria,Private room,45,2.0,4,1.15,31,2019-06-29
32309292,6105036,Manhattan,Harlem,Private room,145,1.0,14,2.98,113,2019-06-19
32309885,123357281,Manhattan,West Village,Entire home/apt,195,2.0,4,0.99,0,2019-05-07
32310285,9816503,Manhattan,Nolita,Private room,75,3.0,9,2.73,67,2019-06-07
32310645,242491187,Brooklyn,Kensington,Entire home/apt,160,3.0,2,0.79,177,2019-05-30
32310733,40146897,Brooklyn,Crown Heights,Shared room,25,2.0,1,0.21,29,2019-02-20
32311383,44262594,Brooklyn,Fort Greene,Private room,85,4.0,0,0.0,365,
32312452,169587048,Brooklyn,Cypress Hills,Private room,38,4.0,10,2.44,307,2019-06-26
32313314,33568073,Brooklyn,South Slope,Entire home/apt,150,5.0,0,0.0,8,
32314460,27923277,Manhattan,Lower East Side,Private room,75,4.0,9,1.96,34,2019-06-23
32314474,26362511,Brooklyn,Bushwick,Private room,60,1.0,0,0.0,16,
32314821,3703456,Brooklyn,Bedford-Stuyvesant,Private room,55,1.0,6,1.29,22,2019-04-28
32315112,73066515,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,3.0,4,1.04,6,2019-06-30
32316532,187877117,Brooklyn,Crown Heights,Entire home/apt,125,2.0,11,2.6,128,2019-07-07
32316672,24697585,Manhattan,Kips Bay,Entire home/apt,140,30.0,0,0.0,36,
32317538,53170355,Manhattan,Gramercy,Entire home/apt,1200,2.0,2,0.7,166,2019-05-05
32317602,242622786,Manhattan,Hell's Kitchen,Entire home/apt,177,1.0,7,1.74,8,2019-07-04
